RowNumber,CustomerId,Department,Gender,Years of Experience,Salary
641,15784844,Marketing,Male,20.4,156618.38
642,15580684,Banking,Female,5.5,42334.38
643,15809663,Banking,Female,14.4,110784.42
644,15640078,IT,Female,22.6,173683
645,15698786,Banking,Female,3.5,27046.46
646,15569807,Banking,Female,2.7,20598.59
647,15730830,Banking,Female,13.6,104991.28
648,15805112,Banking,Male,1.2,8996.97
649,15633064,Banking,Female,8.4,64420.5
650,15703119,Banking,Male,18.9,145700.22
651,15730447,Banking,Female,25.5,196335.48
652,15813850,Banking,Male,1.9,14781.12
653,15711889,Banking,Male,14.1,108139.23
654,15664610,IT,Male,2.5,19287.06
655,15751710,Marketing,Male,1.2,9567.39
656,15692926,IT,Male,17.2,132210.49
657,15813741,Marketing,Male,2.8,21600.11
658,15698474,IT,Female,26,199661.5
659,15568595,Banking,Male,16.2,124341.49
660,15603065,Banking,Female,2,15766.1
661,15592937,IT,Female,4.4,33642.21
662,15699637,Marketing,Male,15.3,117704.65
663,15667215,Banking,Male,7.6,58803.28
664,15788659,Banking,Male,17.9,137537.22
665,15763218,Banking,Female,17.1,131300.68
666,15645772,Banking,Male,10.9,84174.81
667,15725511,Banking,Female,20.9,160941.78
668,15575024,Banking,Male,18.7,143954.99
669,15640825,Marketing,Male,7.3,56297.85
670,15662397,Banking,Female,1.1,8404.73
671,15576368,IT,Female,3.9,30020.09
672,15674991,Banking,Male,7.6,58137.42
673,15721024,Banking,Male,6.2,47472.68
674,15745621,Marketing,Female,2.5,19131.71
675,15642394,Marketing,Male,24.3,187288.5
676,15754605,Banking,Female,2.3,17603.81
677,15607040,Marketing,Female,8.7,67020.03
678,15715142,IT,Male,19.2,147802.94
679,15810978,Marketing,Female,5.4,41610.62
680,15668886,Marketing,Female,5.8,44255.65
681,15780804,Banking,Male,10.2,78416.14
682,15613880,Marketing,Male,17.8,137254.55
683,15775238,IT,Female,19.7,151303.48
684,15786905,IT,Female,11.2,86333.63
685,15747867,Banking,Male,11.7,89801.9
686,15600337,Marketing,Male,3.8,29358.57
687,15801277,Banking,Female,23.6,181600.72
688,15579334,IT,Female,16.1,124118.71
689,15802741,Banking,Female,5.1,38867.46
690,15720649,Banking,Female,4,31106.67
691,15589493,IT,Male,8.8,67611.36
692,15688251,Banking,Male,10.1,77837.63
693,15665238,IT,Male,0.8,6078.46
694,15740900,Banking,Male,23.1,177896.92
695,15681068,Banking,Female,16.1,123882.73
696,15748625,Banking,Male,2,15304.08
697,15727299,Marketing,Male,10,76569.64
698,15620204,IT,Female,15.7,120657.32
699,15669516,Marketing,Male,2.1,16436.56
700,15736534,IT,Male,14,107667.91
701,15803457,Banking,Female,12.4,95611.47
702,15659098,Banking,Male,2.6,19799.26
703,15603436,Marketing,Female,16,123214.74
704,15566292,Marketing,Male,9.3,71709.12
705,15808621,IT,Male,19.4,149066.14
706,15580148,IT,Male,2.7,20451.99
707,15776231,IT,Male,4.3,32825.5
708,15773809,Banking,Male,0.8,6232.31
709,15649423,Banking,Female,1.3,10357.03
710,15734886,Banking,Female,19.2,147794.63
711,15722548,Banking,Male,15.2,116973.48
712,15650288,IT,Male,16.9,129964.94
713,15629448,Marketing,Male,12.1,92816.86
714,15716164,Banking,Female,22.4,172114.67
715,15807609,Marketing,Female,2.2,16649.31
716,15578977,Banking,Male,18.8,144517.19
717,15677369,IT,Female,23.7,182038.6
718,15804072,Marketing,Female,3.1,24210.56
719,15696859,Banking,Male,22.4,172175.9
720,15653780,Banking,Female,6.2,47578.45
721,15721658,Marketing,Female,19.6,150694.42
722,15578761,Marketing,Female,23.1,177683.02
723,15736879,Banking,Male,8.6,66088.83
724,15571973,Banking,Female,22,169291.7
725,15626742,Banking,Male,15.2,117140.41
726,15672692,Banking,Female,10.3,79510.37
727,15673570,Banking,Male,10,77108.66
728,15767432,Banking,Female,1.3,9679.28
729,15654238,Banking,Female,10.6,81753.92
730,15612525,Banking,Female,17.1,131372.38
731,15812750,Banking,Male,3.3,25310.82
732,15790757,Banking,Female,24.4,187925.75
733,15723873,Marketing,Male,12.8,98820.39
734,15744607,IT,Male,8.3,64166.7
735,15612966,IT,Female,23,176924.21
736,15784209,Banking,Male,11.7,90055.08
737,15794278,Marketing,Male,9.5,72814.31
738,15766741,Banking,Male,21.9,168290.06
739,15661036,Banking,Male,21,161767.38
740,15705639,Banking,Female,5.8,44420.18
741,15637414,Banking,Female,4.8,37147.61
742,15716835,Banking,Male,16.3,125381.02
743,15696231,Banking,Male,19.5,149853.89
744,15641675,Banking,Female,21,161435.02
745,15670755,Banking,Male,13.4,102925.76
746,15640059,Banking,Male,9.2,70899.27
747,15787619,Banking,Male,19,145936.28
748,15587535,Marketing,Female,7,54227.06
749,15813034,Marketing,Male,7.7,59280.79
750,15698839,IT,Male,16.5,126952.5
751,15790314,Banking,Male,17,130567.02
752,15634245,IT,Female,9.5,73294.48
753,15677305,Banking,Female,0.5,3937.37
754,15661526,IT,Male,0.3,2383.59
755,15685997,Marketing,Female,1.9,14279.44
756,15660101,Banking,Male,18.4,141300.53
757,15637979,IT,Female,10.2,78140.75
758,15815364,Marketing,Female,15.3,117431.1
759,15647099,Banking,Female,9.4,72008.61
760,15625944,Banking,Male,7.9,60887.58
761,15583212,Banking,Female,25.3,194764.83
762,15582741,Banking,Female,11.5,88705.14
763,15637876,IT,Female,4.7,35817.97
764,15622750,IT,Female,4.1,31520.4
765,15672056,IT,Male,20.5,157908.19
766,15812351,Marketing,Female,18.5,142200.15
767,15810864,Banking,Female,23.7,182055.36
768,15677921,IT,Male,20.5,157552.08
769,15724296,Marketing,Male,15.6,120284.67
770,15685329,Banking,Female,3.2,24506.95
771,15584091,IT,Female,6.1,47271.61
772,15640442,Banking,Male,5.4,41176.6
773,15639314,Banking,Male,1.2,9468.64
774,15685320,Banking,Male,16.1,123880.19
775,15789158,IT,Male,20.7,158887.09
776,15752137,Banking,Male,15.2,117036.38
777,15712551,IT,Female,15.7,120415.61
778,15628936,Marketing,Male,2.1,16064.25
779,15797227,Banking,Male,6.8,52615.62
780,15769974,Marketing,Female,15.8,121210.09
781,15737051,Banking,Male,25,192247.35
782,15585595,Banking,Female,8.9,68759.57
783,15654060,Banking,Male,9.9,75937.47
784,15745196,Banking,Female,11,84569.13
785,15571221,IT,Male,24.8,190696.35
786,15660155,Marketing,Male,8.8,67468.67
787,15605284,Banking,Male,13.6,104435.94
788,15694366,IT,Male,6.1,47166.55
789,15600739,Marketing,Female,15.6,119899.52
790,15653253,Marketing,Male,22.6,173498.45
791,15763431,Banking,Male,12.1,93249.26
792,15643696,Banking,Male,18.6,142917.54
793,15707473,IT,Female,14.5,111755.8
794,15769504,IT,Female,14.1,108543.21
795,15776807,Banking,Male,23.4,180345.44
796,15686870,IT,Male,12.9,99444.02
797,15668747,Banking,Female,14.2,109563.28
798,15766908,IT,Male,12,92568.07
799,15570134,Banking,Female,4.9,37976.36
800,15567367,IT,Female,13.4,103315.74
801,15747542,Banking,Male,22.6,173952.5
802,15762238,IT,Female,4.5,34673.98
803,15681554,IT,Female,6,46163.44
804,15712825,Marketing,Female,18.3,140676.98
805,15640280,Banking,Male,19.7,151738.54
806,15756026,Marketing,Female,1.9,14679.81
807,15613319,Banking,Female,22.8,175544.02
808,15798906,Banking,Male,23.7,181964.6
809,15708917,IT,Male,17.8,136886.86
810,15778463,Banking,Female,15.9,122218.23
811,15699430,Banking,Female,23.5,180439.75
812,15649992,Marketing,Male,24.8,190419.81
813,15578980,Marketing,Female,7.6,58685.59
814,15775306,IT,Male,11.6,89017.38
815,15641655,Banking,Female,6.5,50051.42
816,15619708,Banking,Male,19,146041.45
817,15734565,Banking,Male,24.9,191166.09
818,15806438,IT,Female,13.5,103516.08
819,15591969,Marketing,Male,21.4,164825.04
820,15747807,Banking,Female,22.4,172557.77
821,15596939,IT,Male,11,84320.94
822,15716155,Banking,Female,15.9,122662.98
823,15765311,Marketing,Male,9.4,72085.1
824,15757811,Marketing,Female,14.4,110932.24
825,15603830,Marketing,Male,18.7,143635.36
826,15660602,IT,Male,0.5,3710.34
827,15660535,Banking,Female,23.4,179843.33
828,15666633,Marketing,Male,1.4,10643.38
829,15596914,IT,Female,17.1,131167.98
830,15639788,Banking,Female,1.4,10553.31
831,15695846,Banking,Female,17,130928.22
832,15726234,Marketing,Female,20.4,157003.99
833,15797964,IT,Female,18,138527.56
834,15625881,IT,Male,21.7,167032.49
835,15780628,Banking,Female,5.4,41642.29
836,15575883,Banking,Male,1.3,9677
837,15585036,Marketing,Female,19.1,147012.22
838,15589488,IT,Female,10.5,80553.87
839,15585888,Marketing,Female,4,30730.95
840,15727915,Banking,Male,18.2,140134.43
841,15707567,IT,Male,12,91936.1
842,15737792,Banking,Female,23.2,178252.63
843,15599433,IT,Male,25.8,198674.08
844,15672012,Marketing,Female,3.7,28266.9
845,15806983,Banking,Male,12,92381.01
846,15592222,Banking,Male,17.6,135180.11
847,15608968,IT,Male,3.6,27330.59
848,15586959,Banking,Female,16.3,125305.34
849,15646558,Marketing,Male,19.5,149648.45
850,15725811,Banking,Male,7.8,59887.15
851,15572265,IT,Male,5.9,45041.32
852,15794048,IT,Female,14.7,113316.77
853,15677610,IT,Female,5.1,39087.42
854,15745012,Banking,Female,1,7330.59
855,15601589,Banking,Female,12.4,95463.29
856,15686436,Marketing,Male,21.8,167848.02
857,15693864,IT,Female,12.2,93953.84
858,15760550,Marketing,Male,22.6,174227.66
859,15686137,Marketing,Male,17.6,135399.21
860,15809087,Banking,Male,25.4,195635.3
861,15807663,Banking,Male,12.7,97508.04
862,15809100,Banking,Female,24.5,188083.77
863,15794916,Banking,Male,15.2,116704.25
864,15614215,Banking,Male,12.7,97614.87
865,15805449,Banking,Male,24.3,186884.04
866,15686983,IT,Female,17.1,131501.72
867,15808017,Banking,Male,3.2,24302.95
868,15756804,Banking,Female,14.4,110510.28
869,15646810,IT,Male,14.1,108488.33
870,15710424,Banking,Male,25.6,197015.2
871,15799422,Banking,Female,3.6,27689.77
872,15692750,IT,Female,1.2,9217.55
873,15794549,Banking,Female,2,15068.18
874,15803764,Banking,Male,1,7797.01
875,15674840,Banking,Female,0.6,4400.32
876,15653762,Banking,Female,23.7,182025.95
877,15581229,IT,Female,16,122763.95
878,15800228,Marketing,Female,5,38152.01
879,15656333,Banking,Female,8.2,63163.99
880,15697497,Banking,Female,9.5,73418.29
881,15585362,Banking,Female,2.3,17978.68
882,15571928,Banking,Female,15,115136.51
883,15785519,Banking,Male,19.4,149575.59
884,15743007,Banking,Female,7.9,60917.24
885,15777211,Banking,Male,18.5,142548.33
886,15721935,Banking,Male,20.5,157878.67
887,15591711,Marketing,Male,1.7,12796.43
888,15625021,Banking,Male,2.4,18657.77
889,15702968,IT,Male,17.5,134589.58
890,15600462,Banking,Female,1.3,10350.74
891,15768104,Marketing,Male,8.6,66013.27
892,15780140,IT,Male,0.8,5907.11
893,15585255,Banking,Male,9.6,74077.91
894,15772781,Banking,Female,10,77294.56
895,15669987,IT,Female,7.1,54359.02
896,15697000,IT,Male,20.3,156124.93
897,15733119,Banking,Male,12.3,94820.85
898,15782390,Banking,Female,20.2,155155.25
899,15654700,Banking,Female,16.7,128702.1
900,15632210,IT,Male,3,22745.5
901,15642041,IT,Male,9.3,71865.31
902,15709737,Banking,Male,11,84294.82
903,15792388,Banking,Female,19.4,149139.13
904,15786014,Banking,Male,24.1,185489.11
905,15794580,Banking,Male,22.9,176407.15
906,15675964,Banking,Female,12,92027.69
907,15814275,Banking,Male,5.7,43932.54
908,15724848,Banking,Female,15.1,115789.25
909,15754713,Marketing,Male,16.4,125777.28
910,15693814,Marketing,Male,2.4,18461.9
911,15599660,Banking,Male,10.4,79633.38
912,15746490,Marketing,Female,15.8,121542.29
913,15566091,Marketing,Female,12.3,94739.2
914,15655961,IT,Male,12.1,93302.29
915,15710404,Banking,Male,25.2,193793.78
916,15775625,Banking,Male,9.7,74835.65
917,15792328,Banking,Male,7.4,56999.9
918,15719856,Banking,Female,7.4,57236.44
919,15593773,Marketing,Male,10.6,81483.64
920,15733114,Marketing,Male,3.5,26752.56
921,15797748,Banking,Male,1.2,9200.54
922,15743411,Marketing,Male,2.9,22447.85
923,15753337,Banking,Male,24.6,189122.89
924,15601026,IT,Female,2.1,16161.82
925,15658485,Banking,Female,8.9,68600.36
926,15636731,IT,Female,0.1,447.73
927,15628303,Marketing,Male,2,15650.73
928,15633461,IT,Male,19.4,149599.62
929,15677135,IT,Male,11.7,90304.01
930,15590876,Banking,Female,15,115676.38
931,15790782,Marketing,Male,5,38812.67
932,15700476,IT,Male,4.5,34338.21
933,15634141,IT,Female,0.1,823.36
934,15737795,Marketing,Male,17.6,135482.26
935,15790299,Marketing,Male,1.4,10656.89
936,15675316,Banking,Female,15.1,116467.35
937,15613630,Banking,Male,12.6,96823.32
938,15662100,IT,Female,22.2,171096.2
939,15668032,Banking,Female,10.4,79881.39
940,15599289,Banking,Female,20.5,157862.82
941,15754084,Marketing,Male,16.6,127951.81
942,15676521,Banking,Female,24.8,191074.11
943,15804586,Banking,Female,20.5,157333.69
944,15781465,IT,Female,17.3,133457.52
945,15729362,Banking,Male,17,130789.6
946,15709295,Marketing,Female,16.7,128373.88
947,15745324,Marketing,Female,25.3,194273.2
948,15741336,Banking,Female,0.7,5684.17
949,15783659,Banking,Male,17,131043.2
950,15620981,Banking,Female,2.8,21228.34
951,15630328,Banking,Female,5.6,43250.3
952,15785899,IT,Male,0.6,4389.4
953,15606149,IT,Female,24.6,189271.9
954,15671139,Marketing,Male,13.3,102284.2
955,15660429,Marketing,Female,20.4,156774.94
956,15571002,Banking,Female,9.1,69865.49
957,15631681,Marketing,Female,11.1,85523.24
958,15731522,Marketing,Female,6.7,51219.8
959,15619529,Marketing,Male,0.9,7222.92
960,15628034,Banking,Female,3.1,23971.33
961,15686164,IT,Female,17.2,132173.31
962,15582797,Marketing,Male,14.8,113639.64
963,15753831,Marketing,Male,5.2,39768.59
964,15731815,Marketing,Male,14.1,108732.96
965,15580956,IT,Female,15.3,117349.19
966,15602084,Banking,Female,10.1,78004.5
967,15589805,Banking,Female,19.8,152417.79
968,15720893,Marketing,Female,3.4,26057.08
969,15641009,Banking,Male,10.4,79972.09
970,15605926,IT,Male,13.9,107125.79
971,15805955,Banking,Female,6.2,47679.14
972,15801488,Banking,Male,17.5,134509.47
973,15605918,IT,Male,19.9,153265.31
974,15779711,Marketing,Female,23.4,179883.04
975,15705620,Banking,Male,18.1,138882.98
976,15685357,Marketing,Female,1.3,9855.81
977,15570060,Banking,Female,8.7,67046.83
978,15582616,Banking,Female,7.3,56388.63
979,15799515,Banking,Female,10.1,77764.37
980,15642937,Banking,Female,17,130590.35
981,15624729,Banking,Male,19.7,151912.49
982,15566156,IT,Female,19.6,151083.8
983,15792360,Banking,Male,0.1,777.37
984,15807008,IT,Female,9,69454.24
985,15704770,Banking,Male,1.5,11723.57
986,15756475,IT,Male,11.9,91565.25
987,15655339,Banking,Male,10.4,79616.37
988,15613749,Marketing,Male,13.3,102299.81
989,15664521,Marketing,Male,13.6,104533.51
990,15681206,Banking,Female,18.3,140765.57
991,15745527,Banking,Male,8.6,66214.13
992,15806926,Banking,Female,18.2,139816.1
993,15724563,IT,Female,18.2,140139.28
994,15782899,Marketing,Female,13.3,102297.15
995,15623521,Marketing,Male,18.9,145765.83
996,15810218,Marketing,Male,10.9,83912.24
997,15645621,Marketing,Male,10.2,78439.73
998,15608114,Marketing,Male,0.9,6776.92
999,15659557,IT,Female,1.3,9903.42
1000,15787772,Banking,Female,11.9,91561.91
1001,15691111,IT,Female,0.5,4027.02
1002,15592089,Banking,Female,15.1,116111.51
1003,15633897,IT,Male,23.9,184023.54
1004,15701301,Banking,Female,8.7,67124.48
1005,15723685,IT,Female,6.5,50070.59
1006,15701602,IT,Male,7,53793.1
1007,15739189,Marketing,Female,5.9,45261.47
1008,15573086,Banking,Male,4.8,36721.4
1009,15569050,Banking,Male,16.9,130009.85
1010,15750765,Marketing,Male,22.8,175380.77
1011,15799811,Banking,Male,16.6,127847.25
1012,15698442,Marketing,Male,18,138231.7
1013,15655274,Banking,Female,6.3,48673.18
1014,15603594,Marketing,Male,9.2,70668.77
1015,15585961,Marketing,Female,25.9,199505.53
1016,15686936,Banking,Female,22,169583.18
1017,15770424,IT,Male,6.4,49063.42
1018,15587451,IT,Male,8.2,63337.19
1019,15602010,IT,Female,7.8,60083.11
1020,15600583,Banking,Male,6.3,48606.71
1021,15654673,Banking,Male,21.5,165580.93
1022,15717164,Marketing,Male,25.2,194010.12
1023,15765014,Banking,Female,9,69263.1
1024,15682639,Banking,Male,11.5,88698.83
1025,15729279,Banking,Female,8.2,63030.97
1026,15759805,Banking,Female,7.8,59668.81
1027,15767864,Banking,Male,23.9,184230.23
1028,15769948,IT,Male,8.3,64050.19
1029,15686345,Marketing,Male,10.6,81853.98
1030,15688071,Marketing,Male,20.1,154642.91
1031,15681174,Banking,Male,18.9,145679.6
1032,15667521,Banking,Female,4,30781.77
1033,15750243,Marketing,Male,10.6,81622.52
1034,15695475,Banking,Male,25.5,196474.35
1035,15689176,Banking,Male,22.9,176276.1
1036,15652955,Marketing,Male,4.6,35113.08
1037,15668958,Banking,Male,8.4,64299.82
1038,15631054,Banking,Female,23.5,180969.55
1039,15581479,Banking,Male,18,138176.78
1040,15577478,Banking,Female,11.3,86733.61
1041,15780870,Marketing,Male,1,7418.92
1042,15692317,Banking,Male,21.6,166376.54
1043,15593969,Marketing,Female,18.3,140881.2
1044,15570417,Banking,Male,0.6,4460.2
1045,15779059,Banking,Female,14.4,110472.12
1046,15785980,Marketing,Male,11.2,86460.28
1047,15644200,Marketing,Female,2.1,16500.66
1048,15793949,Banking,Female,14.8,114020.06
1049,15645103,IT,Male,17.1,131660.31
1050,15705860,IT,Male,6.8,52449.62
1051,15623828,Banking,Male,21,161465.31
1052,15715003,Marketing,Female,2.6,20018.79
1053,15623471,IT,Male,22.9,176318.27
1054,15798348,Marketing,Female,6.6,50488.91
1055,15743016,Marketing,Female,3.9,30379.6
1056,15769499,Marketing,Female,21,161326.73
1057,15798521,Marketing,Male,5.9,45348.08
1058,15706534,Banking,Female,23.4,180251.68
1059,15706186,IT,Male,4.5,34925.56
1060,15812197,Banking,Male,16.5,126555.74
1061,15650933,Marketing,Female,24.4,187921.3
1062,15692991,Marketing,Female,17.7,136390.88
1063,15631189,IT,Male,10.2,78566.64
1064,15762198,Banking,Male,21.6,166038.27
1065,15699598,Banking,Female,18.3,140385.33
1066,15692744,Banking,Male,5,38629.3
1067,15688963,Banking,Female,3.2,24998.75
1068,15599131,IT,Male,16.7,128815.33
1069,15680303,Banking,Male,2.5,19376.56
1070,15628674,Banking,Male,4.1,31904.31
1071,15648075,IT,Female,22.5,173179.79
1072,15586970,IT,Male,2.9,22485.64
1073,15625698,Marketing,Female,25.6,196668.51
1074,15790497,Marketing,Male,17.7,136506.86
1075,15682618,Banking,Female,4.7,36278.89
1076,15762937,IT,Female,21.2,163254.39
1077,15750929,Marketing,Male,13,99654.13
1078,15729832,Banking,Male,2.6,20207.02
1079,15633650,IT,Female,0.5,4195.84
1080,15748856,Banking,Male,14.6,112340.2
1081,15589195,IT,Female,0.3,2035.94
1082,15699911,Marketing,Female,17.2,132295.95
1083,15663438,Marketing,Male,23.1,177383.68
1084,15692583,Banking,Female,11.7,90284.47
1085,15591257,Banking,Male,8,61349.37
1086,15646513,Banking,Male,25.5,196466.83
1087,15708063,Banking,Male,9.2,70758.37
1088,15696098,Banking,Female,1.8,13892.57
1089,15645517,Marketing,Male,1.3,9684.52
1090,15649744,Banking,Female,5.3,40546.15
1091,15604304,IT,Female,17.8,136603.42
1092,15784092,Banking,Male,17.3,133172.48
1093,15585198,Banking,Male,19.9,152821.12
1094,15624347,Banking,Male,19.2,147715.83
1095,15621687,Banking,Male,5.6,43169.15
1096,15689081,Banking,Male,10,76755.99
1097,15813168,IT,Female,9.5,73406.04
1098,15604295,Banking,Male,23,176728.28
1099,15724127,Banking,Female,12.8,98309.27
1100,15673055,Marketing,Male,0.8,6203.66
